19:21:31
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.08%               173.4MiB / 6.773GiB   2.50%               54.6kB / 65.9kB     0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.10%               182.3MiB / 6.773GiB   2.63%               26.2kB / 25.9kB     0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.07%               181.3MiB / 6.773GiB   2.61%               2.34MB / 873kB      0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 14.05%              181.3MiB / 6.773GiB   2.61%               9.21MB / 10.9MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               1.43%               190.8MiB / 6.773GiB   2.75%               1.55MB / 2.02MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.51%               40.88MiB / 6.773GiB   0.59%               11.5MB / 10.6MB     0B / 0B             24
19:23:05
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.08%               458.6MiB / 2GiB       22.39%              3.75kB / 3.25kB     0B / 0B             24
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               463.5MiB / 2GiB       22.63%              6kB / 4.25kB        0B / 0B             26
a2a48cf88c76        peer0.org1.example.com                                                                                 2.61%               421MiB / 6.773GiB     6.07%               37.6MB / 487kB      0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.50%               386.6MiB / 6.773GiB   5.57%               37.6MB / 497kB      0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.10%               16.9MiB / 6.773GiB    0.24%               68kB / 196kB        0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.43%               55.5MiB / 6.773GiB    0.80%               131kB / 69.9kB      0B / 0B             31
935ab172f170        couchdb1                                                                                               0.28%               55.87MiB / 6.773GiB   0.81%               130kB / 67.6kB      0B / 0B             31
